id,title,artist,album,duration,genre,moods,rating,playCount
473,炎,宇多田ヒカル,物語,299,indie,calm,0,0
472,Velvet Lights,The Theory,Reflections,294,indie,focus|energetic|romantic,0,0
471,Ocean Fire,The Echo,Reflections,362,alt,focus|romantic|energetic,0,0
470,Velvet Shadows,MC Waves,Vol. 2,170,indie,dramatic|energetic|calm,0,0
469,Midnight Rain,MC Hearts,Reflections,126,pop,epic,0,0
468,白日,米津玄師,心の音,402,jazz,epic,0,0
467,キラキラ,米津玄師,青い炎,124,alt,epic|happy|chill,0,1
466,Midnight Dreams,Neon Theory,Reflections,307,rock,focus|romantic,0,0
465,未来へ,YOASOBI,物語,327,edm,epic,0,0
464,Crimson Sky,Queen Storm,Night Drive,262,jazz,sad|epic,0,0
463,Silver Motion,MC Pulse,Vol. 2,285,anime,sad,0,0
462,残響散歌,Aimer,青い炎,377,jazz,dramatic|calm|energetic,0,0
461,Gravity Shadows,DJ Riders,Night Drive,413,lofi,focus|epic,0,0
460,Velvet Fire,MC Echo,Night Drive,191,alt,romantic|calm|epic,0,0
459,未来へ,Official髭男dism,ベスト,342,jpop,romantic|opening,0,0
458,白日,宇多田ヒカル,夜空,379,pop,sad|romantic|happy,0,0
457,Crimson Motion,Silent Echo,Greatest Hits,223,anime,calm|energetic|ending,0,0
456,Crimson City,Saint Storm,Vol. 2,129,anime,epic|chill|dramatic,0,0
455,Silver Dreams,Silent Waves,Greatest Hits,408,jpop,calm|focus,0,0
454,Ocean Lights,DJ Hearts,Greatest Hits,249,anime,dramatic|epic|calm,0,0
453,Velvet Fire,Young Waves,Greatest Hits,409,rock,dramatic,0,0
452,未来へ,米津玄師,夜空,282,indie,chill|focus,0,0
451,Midnight Run,Young Riders,Vol. 1,180,lofi,epic|romantic|dramatic,0,0
450,Crimson Shadows,Neon Nova,Greatest Hits,374,pop,happy|sad,0,0
449,Electric Shadows,Queen Fiction,Vol. 1,121,pop,epic|dramatic|romantic,0,0
448,キラキラ,RADWIMPS,アニメ主題歌,216,rock,chill|calm,0,0
447,炎,YOASOBI,夜空,412,pop,sad|calm,0,0
446,群青,宇多田ヒカル,夜空,241,lofi,sad,0,0
445,Midnight Sky,DJ Hearts,Reflections,382,rock,calm|happy|focus,0,0
444,Ocean Dreams,Queen Theory,Reflections,245,rock,happy|calm,0,0
443,白日,LiSA,ベスト,402,rock,sad|romantic|chill,0,0
442,Electric Rain,DJ Waves,Vol. 1,313,jazz,sad|energetic|romantic,0,0
441,Neon Motion,Young Riders,Single,383,edm,happy|romantic,0,0
440,残響散歌,宇多田ヒカル,ベスト,370,indie,romantic|epic|calm,0,0
439,Electric Motion,DJ Riders,Reflections,271,jazz,happy|romantic,0,0
438,Velvet Fire,Saint Waves,Reflections,334,edm,romantic,0,0
437,Neon City,DJ Nova,Night Drive,141,anime,focus,0,0
436,未来へ,RADWIMPS,物語,418,jazz,epic,0,0
435,Gravity City,King Riders,Single,204,edm,epic|happy,0,0
434,Crimson City,King Nova,Greatest Hits,341,lofi,sad,0,0
433,群青,Aimer,物語,152,jpop,calm|chill|ost,0,0
432,Golden Shadows,Queen Pulse,Greatest Hits,389,edm,chill|calm,0,0
431,群青,RADWIMPS,物語,202,jazz,romantic|sad,0,0
430,紅蓮華,LiSA,アニメ主題歌,207,alt,chill,0,0
429,Golden Shadows,Young Waves,Greatest Hits,311,lofi,happy,0,0
428,Crimson City,Blue Pulse,Single,148,edm,focus|chill,0,0
427,Golden Lights,King Pulse,Vol. 2,410,edm,focus|epic|chill,0,0
426,夜に駆ける,YOASOBI,青い炎,202,lofi,romantic,0,0
425,Crimson Sky,DJ Nova,Vol. 1,157,jazz,romantic|focus|epic,0,0
424,Gravity Rain,DJ Theory,Reflections,205,indie,happy|focus|calm,0,0
423,Golden Hearts,King Fiction,Single,253,jpop,epic,0,0
422,Neon Sky,Queen Nova,Single,258,pop,energetic,0,0
421,Midnight Rain,Young Storm,Night Drive,352,lofi,sad|romantic,0,0
420,Velvet Motion,Neon Riders,Greatest Hits,248,pop,happy,0,0
419,Velvet Lights,Neon Storm,Greatest Hits,342,anime,happy|romantic|ending,0,0
418,Gravity Lights,Saint Pulse,Single,123,jazz,romantic|energetic,0,0
417,Golden Fire,DJ Riders,Single,199,jazz,sad|chill,0,0
416,夜に駆ける,LiSA,ベスト,293,jazz,chill|dramatic|energetic,0,0
415,Golden Sky,Neon Riders,Night Drive,255,rock,romantic,0,0
414,未来へ,米津玄師,心の音,140,alt,focus|romantic|happy,0,0
413,Wild Fire,MC Pulse,Night Drive,347,edm,focus|chill|romantic,0,0
412,Electric Lights,King Pulse,Vol. 2,298,indie,focus|happy|calm,0,0
411,Ocean Sky,DJ Pulse,Single,404,pop,sad|chill,0,0
410,風吹けば恋,Official髭男dism,シングル,327,jpop,focus|epic,0,0
409,紅蓮華,RADWIMPS,シングル,342,lofi,chill|calm,0,0
198,群青,Aimer,ベスト,416,jpop,dramatic,0,0
197,Ocean Hearts,Blue Storm,Night Drive,201,lofi,epic,0,0
196,残響散歌,米津玄師,夜空,212,indie,energetic|romantic,0,0
195,Ocean Run,King Nova,Reflections,244,jazz,happy,0,0
194,炎,LiSA,ベスト,332,pop,dramatic,0,0
193,Silver Sky,King Lights,Vol. 1,209,jazz,focus|chill,0,0
192,Golden Motion,The Waves,Greatest Hits,188,edm,happy,0,0
191,Midnight Sky,King Riders,Night Drive,297,indie,chill|romantic,0,0
190,Ocean Rain,Saint Echo,Vol. 1,292,pop,focus|chill|sad,0,0
189,炎,LiSA,物語,180,pop,happy|epic,0,0
188,Wild Shadows,Neon Fiction,Vol. 1,344,lofi,epic|romantic|chill,0,0
187,Wild Shadows,The Pulse,Vol. 2,263,lofi,dramatic|energetic,0,0
186,風吹けば恋,King Gnu,アニメ主題歌,157,pop,happy|chill|dramatic,0,0
185,Electric Dreams,Neon Waves,Vol. 2,403,jazz,focus|happy|chill,0,0
184,Silver Sky,The Riders,Greatest Hits,144,jpop,romantic|sad|dramatic,0,0
183,Ocean Motion,Saint Echo,Night Drive,327,jazz,romantic,0,0
182,Ocean City,Neon Echo,Single,256,rock,focus,0,0
181,Wild Fire,MC Riders,Vol. 1,277,jazz,calm|dramatic,0,0
180,Electric Motion,Saint Nova,Vol. 2,381,alt,sad|happy,0,0
179,Neon Hearts,DJ Theory,Single,211,indie,romantic|happy,0,0
178,Silver Fire,DJ Nova,Vol. 1,402,jazz,calm|happy|dramatic,0,0
177,Gravity Shadows,Queen Lights,Greatest Hits,205,pop,romantic|sad,0,0
176,Ocean Fire,Neon Lights,Greatest Hits,241,lofi,chill,0,0
175,Electric Sky,Neon Waves,Night Drive,372,alt,calm|happy|dramatic,0,0
174,Neon Fire,Neon Theory,Reflections,304,edm,sad|focus,0,0
173,紅蓮華,YOASOBI,心の音,410,indie,sad,0,0
172,Gravity Hearts,Saint Lights,Single,384,rock,sad|energetic,0,0
171,炎,LiSA,心の音,353,indie,focus,0,0
170,Velvet Dreams,The Pulse,Vol. 2,398,edm,romantic,0,0
169,Golden Lights,King Riders,Vol. 1,391,rock,calm|dramatic|happy,0,0
168,群青,Aimer,アニメ主題歌,269,pop,epic|romantic,0,0
167,Midnight Lights,Silent Fiction,Vol. 2,405,edm,focus|energetic|calm,0,0
166,Neon Lights,Queen Waves,Reflections,365,pop,calm,0,0
165,風吹けば恋,King Gnu,夜空,363,rock,happy|focus|energetic,0,0
164,Neon Rain,Saint Lights,Vol. 1,317,jpop,chill|focus|ending,0,0
163,Neon City,Young Lights,Greatest Hits,233,jazz,dramatic|focus|happy,0,0
162,キラキラ,LiSA,シングル,337,anime,sad|epic|chill|opening,0,0
161,群青,宇多田ヒカル,物語,161,anime,sad|ost,0,0
160,キラキラ,Aimer,夜空,168,alt,energetic|dramatic,0,0
159,Gravity City,Neon Storm,Night Drive,335,jpop,epic|focus|energetic,0,0
158,Electric City,MC Echo,Greatest Hits,170,lofi,epic|romantic,0,0
157,紅蓮華,RADWIMPS,心の音,342,jazz,calm,0,0
156,Silver Hearts,King Hearts,Single,120,jpop,happy,0,0
155,Silver Fire,Queen Echo,Single,214,indie,focus|sad|epic,0,0
154,Crimson Lights,Neon Nova,Single,214,lofi,romantic|happy,0,0
153,Electric Sky,Neon Fiction,Night Drive,272,rock,energetic,0,0
152,風吹けば恋,Official髭男dism,心の音,331,anime,sad|ost,0,0
151,キラキラ,King Gnu,青い炎,147,pop,focus|sad|calm,0,0
150,キラキラ,米津玄師,アニメ主題歌,359,indie,romantic|energetic|dramatic,0,0
149,白日,King Gnu,物語,205,anime,epic|ending,0,0
148,Midnight Sky,Saint Lights,Greatest Hits,189,edm,energetic|happy,0,0
147,白日,宇多田ヒカル,ベスト,321,alt,sad,0,0
146,Neon Fire,Silent Pulse,Vol. 1,240,edm,sad|chill|epic,0,0
145,白日,RADWIMPS,アニメ主題歌,227,edm,happy|focus,0,0
144,白日,King Gnu,青い炎,240,lofi,energetic,0,0
143,Velvet Shadows,Saint Echo,Greatest Hits,333,edm,dramatic|calm|focus,0,0
142,炎,宇多田ヒカル,心の音,141,lofi,calm|energetic|epic,0,0
141,白日,Aimer,夜空,120,indie,sad|happy,0,0
140,Wild Run,The Lights,Greatest Hits,253,lofi,happy|focus|calm,0,0
139,キラキラ,RADWIMPS,アニメ主題歌,125,edm,epic|happy|sad,0,0
138,Midnight Fire,Saint Riders,Reflections,238,rock,calm|chill,0,0
137,Midnight Sky,The Pulse,Reflections,239,lofi,focus|happy|energetic,0,0
136,Electric City,The Pulse,Vol. 1,310,jazz,energetic,0,0
135,残響散歌,Official髭男dism,シングル,214,lofi,chill,0,0
134,Midnight Shadows,King Waves,Greatest Hits,222,pop,epic|focus,0,0
133,Ocean Lights,Queen Nova,Greatest Hits,271,anime,sad|romantic|opening,0,0
132,Ocean Sky,King Theory,Reflections,333,anime,energetic|sad|happy|opening,0,0
131,Ocean Hearts,Queen Storm,Single,359,jazz,energetic|chill,0,0
130,Electric Dreams,Queen Riders,Vol. 2,413,edm,calm,0,0
129,群青,宇多田ヒカル,物語,179,indie,romantic,0,0
128,Golden Motion,Saint Echo,Vol. 2,388,anime,dramatic|epic,0,0
127,Crimson Lights,Young Fiction,Single,287,jazz,sad|focus,0,0
126,Neon Shadows,MC Theory,Reflections,145,anime,sad|epic|ost,0,0
125,未来へ,Aimer,ベスト,265,rock,dramatic|focus|romantic,0,0
124,Golden Dreams,Saint Nova,Greatest Hits,128,alt,epic|focus,0,0
123,紅蓮華,Aimer,心の音,360,anime,chill|dramatic|ost,0,0
122,Neon Run,Neon Pulse,Night Drive,316,alt,romantic,0,0
121,Wild Rain,Silent Pulse,Vol. 1,208,pop,calm,0,0
120,夜に駆ける,YOASOBI,シングル,383,indie,epic|focus,0,0
119,風吹けば恋,Aimer,夜空,420,alt,sad|dramatic,0,0
118,Midnight Fire,DJ Echo,Single,383,rock,happy,0,0
117,青のすみか,Aimer,シングル,165,lofi,energetic|epic,0,0
116,Wild Fire,MC Riders,Vol. 2,144,lofi,dramatic,0,0
115,Neon Sky,Silent Echo,Vol. 2,337,jazz,calm,0,0
114,Crimson Run,Queen Hearts,Greatest Hits,281,jazz,focus,0,0
113,Wild Dreams,King Lights,Night Drive,261,pop,chill|focus|romantic,0,0
112,風吹けば恋,RADWIMPS,シングル,159,rock,calm,0,0
111,Silver Dreams,Silent Waves,Reflections,393,jpop,sad|happy|anime,0,0
110,残響散歌,RADWIMPS,物語,197,edm,chill,0,0
109,Silver Run,Young Hearts,Greatest Hits,200,pop,dramatic|focus,0,0
108,Silver Rain,Young Theory,Single,271,jpop,chill|calm|opening,0,0
107,Ocean City,MC Fiction,Single,147,jpop,sad|epic|energetic|anime,0,0
106,Gravity Shadows,MC Fiction,Greatest Hits,337,lofi,epic|dramatic|calm,0,0
105,Silver City,King Storm,Single,235,anime,dramatic,0,0
104,白日,LiSA,青い炎,177,jazz,energetic,0,0
103,Golden Shadows,Blue Riders,Reflections,317,edm,sad,0,0
102,Wild Motion,DJ Riders,Greatest Hits,298,jpop,dramatic|opening,0,0
101,紅蓮華,宇多田ヒカル,青い炎,145,pop,energetic|epic|dramatic,0,0
100,Neon Dreams,King Lights,Night Drive,218,lofi,happy|chill,0,0
99,Electric Run,DJ Pulse,Night Drive,366,anime,happy,0,0
98,風吹けば恋,Aimer,青い炎,230,jazz,chill,0,0
97,青のすみか,宇多田ヒカル,ベスト,144,edm,romantic|sad,0,0
46,Neon Shadows,Saint Waves,Greatest Hits,196,alt,sad|calm|dramatic,0,0
45,Silver Sky,DJ Riders,Reflections,256,jazz,chill|happy,0,0
44,Midnight Shadows,Silent Fiction,Greatest Hits,365,edm,energetic|calm|chill,0,0
43,Midnight Dreams,Young Pulse,Reflections,222,anime,epic|opening,0,0
42,Velvet Rain,MC Theory,Greatest Hits,211,jpop,happy|energetic|dramatic,0,0
41,Wild Sky,DJ Echo,Night Drive,344,edm,happy|chill,0,0
40,Midnight City,Saint Pulse,Vol. 2,158,rock,dramatic|happy,0,0
39,炎,King Gnu,青い炎,286,jpop,romantic|happy|epic,0,0
38,群青,Official髭男dism,夜空,180,pop,energetic|sad|calm,0,0
37,群青,RADWIMPS,ベスト,375,alt,romantic|happy,0,0
36,Midnight Lights,Silent Storm,Vol. 2,200,jazz,energetic|calm,0,0
35,Velvet Fire,Young Waves,Vol. 2,174,indie,calm,0,0
34,白日,RADWIMPS,ベスト,165,alt,dramatic|energetic,0,0
33,群青,YOASOBI,心の音,200,edm,happy|sad,0,0
32,Ocean Shadows,Silent Fiction,Night Drive,279,lofi,dramatic|romantic|sad,0,0
31,夜に駆ける,米津玄師,アニメ主題歌,387,jazz,epic|focus|chill,0,0
30,残響散歌,RADWIMPS,シングル,356,pop,calm|happy|energetic,0,0
29,残響散歌,宇多田ヒカル,シングル,394,lofi,happy|epic,0,0
28,群青,YOASOBI,夜空,174,pop,sad|chill,0,0
27,Ocean Shadows,King Storm,Greatest Hits,167,rock,epic|focus|dramatic,0,0
26,Electric City,The Hearts,Night Drive,177,jpop,energetic|chill|ending,0,0
25,白日,米津玄師,アニメ主題歌,146,indie,focus|epic,0,0
24,Golden Dreams,DJ Pulse,Single,125,edm,calm|dramatic|epic,0,0
23,未来へ,宇多田ヒカル,心の音,175,edm,chill|sad,0,0
10,キラキラ,Aimer,物語,161,indie,sad|focus,0,0
9,Wild Hearts,Young Waves,Greatest Hits,131,jazz,romantic,0,0
8,紅蓮華,米津玄師,アニメ主題歌,366,anime,happy|anime,0,0
7,Wild Lights,Queen Fiction,Night Drive,206,rock,epic|energetic,0,0
6,Ocean Run,Saint Fiction,Greatest Hits,209,indie,dramatic|romantic,0,0
5,未来へ,YOASOBI,物語,155,jpop,energetic|epic|anime,0,0
1,青のすみか,LiSA,ベスト,214,indie,romantic|happy,0,0
2,Midnight Run,The Storm,Greatest Hits,127,anime,focus|dramatic|ending,0,0
3,Gravity Fire,DJ Riders,Vol. 2,142,jpop,sad|chill,0,0
4,Golden Dreams,The Waves,Single,286,jazz,energetic|epic,0,0
11,Velvet Shadows,The Echo,Greatest Hits,316,lofi,chill|happy,0,0
12,Ocean Sky,Silent Theory,Reflections,123,alt,dramatic|calm|happy,0,0
13,Silver Dreams,The Nova,Vol. 1,360,jazz,focus,0,0
14,Golden City,DJ Storm,Greatest Hits,303,lofi,chill|romantic|calm,0,0
15,群青,Official髭男dism,ベスト,400,alt,epic|sad|dramatic,0,0
16,Crimson Sky,Young Echo,Single,156,jazz,energetic,0,0
17,風吹けば恋,King Gnu,アニメ主題歌,157,jpop,chill|calm|ost,0,0
18,Crimson Fire,Young Waves,Single,273,jazz,sad|epic|happy,0,0
19,残響散歌,RADWIMPS,物語,175,lofi,dramatic,0,0
20,白日,Official髭男dism,アニメ主題歌,226,alt,focus|dramatic|chill,0,0
21,Ocean Sky,Neon Theory,Vol. 1,213,lofi,epic|dramatic,0,0
22,風吹けば恋,King Gnu,心の音,296,lofi,focus,0,0
47,白日,King Gnu,物語,232,rock,energetic,0,0
48,Wild Shadows,DJ Riders,Vol. 1,362,alt,epic|chill,0,0
49,未来へ,King Gnu,シングル,162,jpop,calm|sad|focus|ost,0,0
50,Gravity Shadows,DJ Riders,Single,353,indie,happy|energetic|epic,0,0
51,Wild Dreams,The Lights,Reflections,175,rock,happy|romantic,0,0
52,青のすみか,Aimer,青い炎,405,jazz,dramatic|epic|romantic,0,0
53,Crimson Shadows,Saint Fiction,Single,335,lofi,dramatic,0,0
54,Golden Fire,Young Lights,Greatest Hits,397,alt,epic|focus,0,0
55,Ocean Motion,Neon Lights,Night Drive,239,jpop,chill|focus|happy,0,0
56,Golden Rain,MC Waves,Single,142,jpop,romantic|calm|dramatic|ost,0,0
57,Electric Dreams,Young Hearts,Reflections,218,alt,romantic|energetic|calm,0,0
58,Electric Sky,The Hearts,Vol. 1,144,indie,focus|chill|dramatic,0,0
59,夜に駆ける,RADWIMPS,夜空,295,pop,chill|calm|romantic,0,0
60,Crimson Rain,Young Fiction,Vol. 1,411,indie,focus,0,0
61,Gravity Hearts,Young Pulse,Greatest Hits,387,rock,focus|sad|calm,0,0
62,残響散歌,King Gnu,心の音,211,edm,dramatic|happy|epic,0,0
63,Silver Fire,Neon Storm,Vol. 2,395,anime,epic|opening,0,0
64,キラキラ,LiSA,心の音,402,jpop,dramatic|focus|epic,0,0
65,未来へ,Official髭男dism,夜空,283,jazz,epic,0,0
66,Silver Hearts,Neon Waves,Vol. 1,368,indie,sad|dramatic,0,0
67,青のすみか,YOASOBI,物語,206,lofi,dramatic|focus,0,0
68,Electric Run,Neon Echo,Night Drive,312,lofi,focus,0,0
69,Silver Run,Young Nova,Single,299,pop,sad|happy,0,0
70,未来へ,YOASOBI,シングル,290,rock,sad|energetic,0,0
71,夜に駆ける,Official髭男dism,ベスト,393,lofi,focus|energetic|romantic,0,0
72,Electric Lights,MC Pulse,Vol. 2,385,jazz,chill|calm|focus,0,0
73,白日,宇多田ヒカル,夜空,250,lofi,chill,0,0
74,Neon City,Young Echo,Single,348,indie,chill,0,0
75,Silver Hearts,King Echo,Single,139,jpop,happy|calm|chill,0,0
76,風吹けば恋,宇多田ヒカル,物語,274,jazz,happy,0,0
77,Golden Shadows,Silent Waves,Single,382,jazz,chill|epic,0,0
78,Electric Shadows,Neon Fiction,Vol. 1,219,lofi,calm|focus|chill,0,0
79,Velvet Fire,Young Fiction,Single,123,anime,happy|chill,0,0
80,Wild Motion,Blue Pulse,Night Drive,163,indie,happy|energetic,0,0
81,未来へ,YOASOBI,夜空,240,lofi,happy,0,0
82,Golden Shadows,Saint Storm,Reflections,129,jazz,chill,0,0
83,群青,Aimer,アニメ主題歌,257,lofi,dramatic,0,0
84,Gravity Hearts,DJ Lights,Greatest Hits,164,jpop,dramatic|focus,0,0
85,Wild Sky,Silent Theory,Night Drive,371,lofi,happy|energetic|sad,0,0
86,Wild Rain,King Fiction,Vol. 1,379,pop,dramatic|focus,0,0
87,風吹けば恋,宇多田ヒカル,ベスト,397,pop,dramatic|focus,0,0
88,Wild City,King Storm,Single,363,pop,epic,0,0
89,Crimson Run,Silent Pulse,Night Drive,120,jpop,sad,0,0
90,Electric Sky,MC Riders,Reflections,266,indie,energetic|calm|chill,0,0
91,青のすみか,Aimer,ベスト,392,jpop,epic|anime,0,0
92,Silver Hearts,Queen Theory,Single,128,alt,epic,0,0
93,Wild Sky,King Riders,Single,146,jpop,chill|romantic|calm|ost,0,0
94,Golden Shadows,King Nova,Vol. 2,188,anime,energetic|sad|anime,0,0
95,紅蓮華,米津玄師,心の音,341,lofi,sad,0,0
96,Gravity Rain,Silent Riders,Night Drive,198,anime,calm|chill|opening,0,0
199,Golden City,Young Riders,Greatest Hits,288,edm,chill|romantic,0,0
200,炎,King Gnu,アニメ主題歌,349,lofi,focus,0,0
201,Crimson City,Young Lights,Night Drive,365,jazz,calm,0,0
202,Golden Rain,DJ Theory,Greatest Hits,136,jazz,focus|romantic|calm,0,0
203,Velvet Motion,Silent Theory,Vol. 2,349,anime,dramatic|happy|opening,0,0
204,残響散歌,YOASOBI,物語,314,jpop,focus|anime,0,0
205,Golden Hearts,King Lights,Reflections,187,jazz,calm,0,0
206,Midnight Shadows,DJ Lights,Reflections,348,lofi,energetic|focus|dramatic,0,0
207,夜に駆ける,LiSA,シングル,291,jpop,happy|dramatic|romantic|ost,0,0
208,Silver Run,The Waves,Single,138,jpop,sad|energetic|romantic,0,0
209,Gravity Shadows,Queen Theory,Greatest Hits,301,lofi,romantic|focus|calm,0,0
210,Silver Sky,The Fiction,Reflections,184,edm,calm|chill,0,0
211,残響散歌,LiSA,ベスト,387,alt,romantic|energetic|chill,0,0
212,Crimson Rain,Blue Fiction,Vol. 1,393,pop,focus,0,0
213,青のすみか,YOASOBI,物語,340,lofi,sad,0,0
214,Ocean Sky,Queen Hearts,Vol. 1,374,edm,sad,0,0
215,Golden Hearts,Silent Waves,Night Drive,192,rock,epic|dramatic,0,0
216,Midnight Fire,Queen Riders,Vol. 1,277,rock,energetic|calm,0,0
217,Electric Motion,Silent Fiction,Greatest Hits,253,pop,sad|happy|dramatic,0,0
218,残響散歌,米津玄師,アニメ主題歌,144,lofi,romantic|chill,0,0
219,紅蓮華,Official髭男dism,アニメ主題歌,363,jazz,chill,0,0
220,残響散歌,King Gnu,夜空,228,anime,epic|ost,0,0
221,Neon Run,King Pulse,Vol. 1,216,rock,happy|chill|sad,0,0
222,炎,LiSA,アニメ主題歌,282,jazz,dramatic|epic|calm,0,0
223,Silver Fire,DJ Fiction,Vol. 1,306,edm,happy|chill,0,0
224,Golden City,Queen Fiction,Reflections,216,indie,dramatic,0,0
225,Crimson City,Queen Lights,Reflections,120,rock,dramatic|focus,0,0
226,Crimson Hearts,Queen Lights,Reflections,379,lofi,energetic|happy|epic,0,0
227,Golden Rain,Young Echo,Reflections,139,lofi,epic|calm|sad,0,0
228,Silver City,King Riders,Night Drive,403,rock,happy|chill|romantic,0,0
229,Silver Lights,Saint Pulse,Night Drive,336,rock,chill,0,0
230,Wild Fire,Young Storm,Vol. 2,218,lofi,romantic|focus,0,0
231,Neon Run,MC Echo,Vol. 2,246,jpop,focus|ost,0,0
232,Crimson Shadows,Saint Echo,Greatest Hits,281,jpop,epic,0,0
233,Midnight Sky,Young Storm,Night Drive,257,alt,dramatic|happy,0,0
234,白日,米津玄師,シングル,385,lofi,chill|sad,0,0
235,Silver Motion,Saint Hearts,Night Drive,291,lofi,dramatic|calm|energetic,0,0
236,白日,Aimer,ベスト,152,alt,focus|sad,0,0
237,Velvet Motion,The Theory,Night Drive,147,anime,focus|happy|chill|anime,0,0
238,Gravity Motion,Young Waves,Reflections,230,alt,epic|happy|energetic,0,0
239,残響散歌,Aimer,ベスト,387,jpop,chill|epic|anime,0,0
240,Wild Run,Neon Nova,Greatest Hits,384,rock,focus|calm|sad,0,0
241,キラキラ,Official髭男dism,夜空,300,lofi,energetic|romantic|happy,0,0
242,炎,King Gnu,アニメ主題歌,341,rock,energetic,0,0
243,白日,Aimer,青い炎,126,alt,happy,0,0
244,Silver Motion,DJ Theory,Greatest Hits,337,rock,romantic|energetic|epic,0,0
245,Crimson Sky,King Fiction,Greatest Hits,367,anime,happy|focus|anime,0,0
246,Gravity Shadows,Silent Pulse,Night Drive,379,alt,happy,0,0
247,Velvet Shadows,Neon Waves,Vol. 2,154,rock,chill,0,0
248,白日,YOASOBI,心の音,179,jpop,romantic|epic|calm|ost,0,0
249,Ocean Rain,Young Hearts,Vol. 1,153,rock,happy,0,0
250,Velvet Hearts,Queen Pulse,Greatest Hits,362,indie,dramatic|happy|sad,0,0
251,Wild Sky,Silent Pulse,Greatest Hits,137,rock,chill,0,0
252,Midnight Dreams,Queen Echo,Night Drive,254,jazz,dramatic,0,0
253,Gravity Rain,Neon Lights,Reflections,239,rock,sad,0,0
254,白日,米津玄師,アニメ主題歌,371,indie,calm|focus|energetic,0,0
255,Golden Fire,King Nova,Single,158,pop,calm|happy|romantic,0,0
256,Midnight Rain,DJ Storm,Greatest Hits,292,jpop,calm|ost,0,0
257,Electric Rain,MC Lights,Vol. 1,128,anime,energetic|dramatic,0,0
258,Midnight Lights,Queen Pulse,Single,387,anime,chill|energetic|epic,0,0
259,Golden Run,Young Riders,Reflections,178,edm,romantic|chill|focus,0,0
260,Silver Sky,King Theory,Reflections,386,alt,chill|epic|energetic,0,0
261,キラキラ,米津玄師,物語,185,indie,dramatic,0,0
262,残響散歌,King Gnu,アニメ主題歌,201,rock,calm,0,0
263,Golden Fire,Blue Pulse,Vol. 2,375,anime,romantic|focus,0,0
264,Crimson City,DJ Theory,Reflections,162,alt,epic|sad|energetic,0,0
265,Neon Rain,The Echo,Reflections,233,indie,energetic,0,0
266,Gravity Fire,Silent Nova,Vol. 1,267,edm,focus,0,0
267,風吹けば恋,Official髭男dism,ベスト,169,lofi,calm|epic|energetic,0,0
268,Crimson Hearts,Blue Nova,Vol. 1,223,alt,focus|epic|calm,0,0
269,Ocean Lights,Saint Lights,Single,312,jpop,dramatic,0,0
270,Electric Fire,DJ Pulse,Reflections,123,indie,focus|happy|dramatic,0,0
271,Crimson Hearts,Neon Fiction,Vol. 1,169,jazz,dramatic|focus|epic,0,0
272,Golden Lights,Saint Storm,Vol. 2,259,jazz,calm,0,0
273,Gravity Shadows,King Lights,Vol. 2,346,rock,calm,0,0
274,Silver Dreams,King Storm,Night Drive,264,alt,epic|chill,0,0
275,夜に駆ける,Aimer,アニメ主題歌,288,anime,dramatic|energetic,0,0
276,Gravity Fire,Saint Theory,Vol. 2,381,jazz,romantic,0,0
277,Gravity Fire,Queen Hearts,Vol. 2,359,pop,sad|energetic,0,0
